,log_carat,cut_encoded,clarity_encoded,color_encoded,table,depth_ws,price
147,0.5481214085096876,2.0,2.0,0.0,56.0,60.2,2768
148,0.5306282510621704,2.0,2.0,0.0,58.0,61.1,2768
149,0.5306282510621704,4.0,2.0,1.0,57.0,60.9,2768
150,0.5364933705145685,3.0,1.0,0.0,59.0,61.7,2768
151,0.5538851132264376,4.0,2.0,5.0,56.0,61.3,2769
152,0.5364933705145685,3.0,3.0,0.0,60.0,62.5,2770
153,0.5481214085096876,3.0,3.0,3.0,59.0,61.4,2770
154,0.5653138090500605,2.0,2.0,2.0,57.0,62.9,2770
155,0.5653138090500605,4.0,1.0,0.0,57.0,62.4,2770
156,0.5364933705145685,4.0,2.0,2.0,56.0,60.7,2770
157,0.5481214085096876,3.0,3.0,3.0,58.0,60.7,2770
158,0.5481214085096876,3.0,4.0,3.0,58.0,61.5,2770
159,0.5481214085096876,4.0,1.0,0.0,57.0,59.9,2770
160,0.5481214085096876,3.0,3.0,3.0,59.0,59.2,2770
161,0.5423242908253617,2.0,5.0,4.0,56.0,60.3,2771
162,0.5481214085096876,2.0,2.0,2.0,60.0,61.7,2771
163,0.5364933705145685,4.0,3.0,3.0,57.0,61.9,2771
164,0.5822156198526637,4.0,1.0,2.0,55.0,61.9,2771
165,0.5481214085096876,2.0,6.0,4.0,59.0,60.4,2772
166,0.5877866649021191,2.0,1.0,2.0,57.0,61.0,2772
167,0.4574248470388754,4.0,6.0,3.0,55.0,61.5,2772
168,0.4574248470388754,4.0,6.0,2.0,56.0,61.7,2772
169,0.5364933705145685,1.0,3.0,1.0,61.0,59.2,2772
170,0.5596157879354227,4.0,1.0,0.0,56.0,61.3,2773
171,0.5306282510621704,3.0,3.0,0.0,62.0,58.75,2773
172,0.7747271675523681,2.0,0.0,6.0,61.0,60.2,2774
173,0.4700036292457356,4.0,4.0,1.0,55.0,61.7,2774
174,0.5306282510621704,4.0,2.0,1.0,55.0,62.7,2774
175,0.6043159668533294,1.0,3.0,5.0,54.0,64.6,2774
176,0.5538851132264376,2.0,3.0,2.0,61.0,61.3,2775
177,0.5423242908253617,2.0,3.0,3.0,56.4,63.7,2776
178,0.5364933705145685,3.0,3.0,1.0,58.0,62.7,2776
179,0.5364933705145685,4.0,3.0,1.0,57.0,62.2,2776
180,0.43178241642553783,4.0,5.0,1.0,56.0,61.6,2776
181,0.43178241642553783,4.0,5.0,1.0,57.0,61.5,2776
182,0.5423242908253617,4.0,2.0,3.0,56.0,61.8,2776
183,0.5423242908253617,4.0,2.0,3.0,56.0,60.7,2776
184,0.5423242908253617,1.0,3.0,3.0,60.5,59.7,2776
185,0.5364933705145685,4.0,2.0,3.0,56.0,60.5,2776
186,0.5306282510621704,2.0,4.0,0.0,58.0,62.7,2777
187,0.5364933705145685,3.0,3.0,2.0,58.0,62.1,2777
188,0.5364933705145685,2.0,3.0,2.0,57.0,62.8,2777
189,0.5364933705145685,1.0,3.0,2.0,58.0,63.8,2777
190,0.5364933705145685,1.0,3.0,2.0,60.0,58.75,2777
191,0.5306282510621704,4.0,3.0,1.0,55.0,62.1,2777
192,0.5306282510621704,3.0,3.0,1.0,60.0,61.1,2777
193,0.5306282510621704,3.0,2.0,1.0,59.0,60.0,2777
194,0.5306282510621704,3.0,2.0,1.0,57.0,61.2,2777
195,0.5306282510621704,3.0,2.0,1.0,59.0,62.7,2777
196,0.5306282510621704,3.0,2.0,1.0,57.0,61.0,2777
197,0.5306282510621704,3.0,2.0,1.0,58.0,61.0,2777
198,0.5306282510621704,4.0,2.0,1.0,57.0,61.4,2777
199,0.5423242908253617,3.0,2.0,2.0,61.0,61.8,2777
200,0.5306282510621704,2.0,2.0,1.0,63.0,59.9,2777
201,0.5306282510621704,3.0,2.0,1.0,58.0,61.3,2777
202,0.5306282510621704,3.0,2.0,1.0,58.0,60.5,2777
203,0.5306282510621704,1.0,3.0,1.0,59.0,64.1,2777
204,0.6830968447064438,0.0,1.0,4.0,60.0,64.75,2777
205,0.5766133643039938,3.0,2.0,2.0,58.0,62.4,2777
206,0.5306282510621704,2.0,2.0,1.0,60.0,63.2,2777
207,0.41871033485818504,4.0,6.0,2.0,55.0,61.3,2778
208,0.5481214085096876,2.0,3.0,4.0,56.0,60.8,2779
209,0.5538851132264376,4.0,2.0,1.0,56.0,61.7,2779
210,0.5306282510621704,2.0,3.0,2.0,57.0,63.6,2780
211,0.5709795465857378,3.0,3.0,3.0,58.0,61.2,2780
212,0.5364933705145685,4.0,3.0,2.0,54.0,62.1,2780
213,0.5538851132264376,4.0,4.0,3.0,55.0,61.5,2780
214,0.5306282510621704,4.0,4.0,3.0,59.0,61.4,2780
215,0.6981347220709844,3.0,0.0,2.0,60.0,61.8,2781
216,0.5709795465857378,4.0,2.0,4.0,56.0,62.2,2781
217,0.5766133643039938,4.0,2.0,4.0,56.0,61.2,2781
218,0.5423242908253617,2.0,4.0,4.0,63.0,60.6,2782
219,0.4252677354043441,2.0,5.0,0.0,64.0,58.75,2782
220,0.5653138090500605,4.0,3.0,3.0,56.0,61.3,2782
221,0.5306282510621704,1.0,4.0,1.0,62.0,58.75,2782
222,0.5306282510621704,3.0,4.0,1.0,60.0,62.9,2782
223,0.5596157879354227,2.0,1.0,0.0,58.0,63.1,2782
224,0.5423242908253617,4.0,2.0,0.0,57.0,60.8,2782
225,0.5423242908253617,3.0,2.0,0.0,59.0,62.7,2782
226,0.5306282510621704,3.0,2.0,0.0,60.0,62.8,2782
227,0.6097655716208943,0.0,2.0,3.0,67.0,58.75,2782
228,0.5596157879354227,3.0,2.0,2.0,59.0,61.4,2782
229,0.41871033485818504,4.0,7.0,2.0,55.0,62.2,2783
230,0.5423242908253617,2.0,3.0,2.0,54.0,63.0,2784
231,0.5822156198526637,2.0,4.0,4.0,56.0,63.7,2784
232,0.5423242908253617,2.0,3.0,2.0,58.0,63.6,2787
233,0.412109650826833,4.0,6.0,2.0,57.0,62.0,2787
234,0.49469624183610705,4.0,4.0,0.0,56.0,61.5,2787
235,0.5306282510621704,2.0,6.0,4.0,60.0,60.5,2788
236,0.6043159668533294,2.0,4.0,5.0,60.0,61.1,2788
237,0.5653138090500605,4.0,5.0,5.0,56.0,61.8,2788
238,0.5364933705145685,1.0,3.0,0.0,56.0,63.3,2788
239,0.5709795465857378,1.0,4.0,3.0,64.0,59.4,2788
240,0.5364933705145685,4.0,2.0,2.0,55.0,62.5,2788
241,0.6981347220709844,0.0,0.0,1.0,58.0,64.5,2788
242,0.6981347220709844,3.0,1.0,4.0,59.0,62.7,2788
243,0.5709795465857378,1.0,2.0,2.0,52.0,64.2,2789
244,0.5653138090500605,1.0,2.0,1.0,54.0,63.7,2789
245,0.5653138090500605,3.0,2.0,1.0,58.0,60.4,2789
246,0.5653138090500605,3.0,2.0,1.0,58.0,61.8,2789
247,0.7178397931503169,2.0,1.0,6.0,56.0,63.2,2789
248,0.5933268452777344,4.0,1.0,3.0,56.0,61.6,2789
249,0.5306282510621704,4.0,2.0,1.0,56.0,61.6,2789
250,0.4382549309311553,4.0,7.0,3.0,57.0,60.9,2789
251,0.5933268452777344,1.0,1.0,3.0,61.0,61.0,2789
252,0.48858001481867097,3.0,5.0,1.0,57.0,62.1,2789
253,0.48858001481867097,3.0,6.0,1.0,60.0,60.9,2789
254,0.5709795465857378,3.0,4.0,4.0,60.0,61.3,2789
255,0.7178397931503169,0.0,1.0,6.0,59.0,64.75,2789
256,0.49469624183610705,4.0,7.0,3.0,56.0,61.3,2790
257,0.5653138090500605,3.0,6.0,5.0,59.0,58.8,2790
258,0.6043159668533294,4.0,1.0,2.0,55.0,62.3,2790
259,0.5364933705145685,3.0,4.0,2.0,62.0,60.1,2790
260,0.5364933705145685,3.0,4.0,2.0,59.0,61.8,2790
261,0.6259384308664953,2.0,2.0,5.0,55.8,63.6,2791
262,0.5481214085096876,4.0,2.0,1.0,56.0,62.2,2791
263,0.5364933705145685,3.0,2.0,1.0,59.0,59.2,2792
264,0.5364933705145685,3.0,2.0,1.0,59.0,61.8,2792
265,0.5364933705145685,4.0,2.0,1.0,55.0,61.3,2792
266,0.5306282510621704,3.0,4.0,2.0,60.0,62.1,2792
267,0.5306282510621704,3.0,4.0,2.0,60.0,60.7,2792
268,0.5653138090500605,3.0,5.0,4.0,57.0,59.6,2792
269,0.5306282510621704,4.0,4.0,2.0,56.0,62.2,2792
270,0.5822156198526637,2.0,2.0,3.0,57.0,60.6,2793
271,0.5306282510621704,2.0,3.0,1.0,57.0,62.9,2793
272,0.5306282510621704,1.0,3.0,1.0,55.0,64.1,2793
273,0.5653138090500605,4.0,3.0,5.0,56.0,61.3,2793
274,0.5481214085096876,4.0,3.0,4.0,55.0,62.7,2793
275,0.5822156198526637,2.0,2.0,1.0,56.0,63.2,2794
276,0.5364933705145685,2.0,3.0,1.0,56.0,60.7,2795
277,0.5933268452777344,3.0,5.0,5.0,60.0,61.9,2795
278,0.5933268452777344,4.0,1.0,2.0,55.0,62.6,2795
279,0.5423242908253617,1.0,4.0,2.0,60.0,60.7,2795
280,0.5423242908253617,3.0,1.0,0.0,60.0,62.0,2795
281,0.5423242908253617,3.0,7.0,5.0,57.0,63.0,2795
282,0.5933268452777344,3.0,3.0,4.0,59.0,58.75,2795
283,0.5423242908253617,3.0,3.0,3.0,57.0,62.9,2795
284,0.6931471805599453,3.0,1.0,5.0,60.0,58.75,2795
285,0.5481214085096876,1.0,2.0,1.0,58.0,63.2,2796
286,0.5933268452777344,2.0,1.0,4.0,59.0,61.3,2797
287,0.5933268452777344,2.0,2.0,1.0,60.0,60.3,2797
288,0.5364933705145685,3.0,2.0,0.0,60.0,62.7,2797
289,0.5364933705145685,3.0,2.0,0.0,58.0,61.3,2797
290,0.5364933705145685,3.0,2.0,0.0,60.0,61.6,2797
291,0.4510756193602166,4.0,5.0,2.0,55.0,61.9,2797
292,0.412109650826833,4.0,6.0,0.0,56.0,61.7,2797
293,0.5423242908253617,4.0,3.0,3.0,58.0,61.9,2797
294,0.5538851132264376,4.0,4.0,4.0,58.0,61.8,2797
295,0.5538851132264376,4.0,4.0,4.0,56.0,61.6,2797
296,0.5306282510621704,0.0,6.0,3.0,66.0,58.8,2797
297,0.5877866649021191,3.0,1.0,2.0,57.0,61.0,2797
298,0.6981347220709844,0.0,1.0,1.0,60.0,64.75,2797
299,0.5877866649021191,2.0,3.0,4.0,60.0,63.4,2797
300,0.5709795465857378,4.0,4.0,5.0,59.0,61.5,2798
301,0.6043159668533294,2.0,1.0,1.0,62.0,58.75,2799
302,0.598836501088704,4.0,1.0,2.0,54.0,62.4,2799
303,0.5766133643039938,4.0,2.0,0.0,57.0,61.9,2799
304,0.4700036292457356,2.0,7.0,3.0,56.0,61.6,2800
305,0.6418538861723948,1.0,1.0,5.0,59.0,62.2,2800
306,0.5306282510621704,3.0,4.0,1.0,58.0,62.2,2800
307,0.6418538861723948,2.0,1.0,5.0,56.0,61.3,2800
308,0.6043159668533294,4.0,2.0,3.0,57.0,62.3,2800
309,0.6043159668533294,4.0,2.0,3.0,57.0,61.8,2800
310,0.6043159668533294,2.0,2.0,4.0,59.0,62.5,2800
311,0.5538851132264376,3.0,4.0,3.0,60.0,62.9,2800
312,0.5822156198526637,4.0,4.0,5.0,59.0,61.8,2800
313,0.4762341789963716,4.0,7.0,3.0,56.0,62.3,2800
314,0.5653138090500605,0.0,4.0,3.0,70.0,59.0,2800
315,0.6729444732424258,4.0,0.0,2.0,55.0,60.7,2801
316,0.5481214085096876,4.0,3.0,2.0,55.0,62.5,2801
317,0.5481214085096876,3.0,3.0,2.0,58.0,62.7,2801
318,0.5596157879354227,4.0,2.0,4.0,57.0,60.4,2801
319,0.5364933705145685,3.0,3.0,2.0,58.0,62.1,2801
320,0.5364933705145685,1.0,3.0,2.0,60.0,58.75,2801
321,0.5364933705145685,1.0,3.0,2.0,58.0,63.8,2801
322,0.5364933705145685,3.0,3.0,2.0,57.0,62.8,2801
323,0.712949807856125,3.0,0.0,3.0,58.0,62.2,2801
324,0.6931471805599453,3.0,1.0,6.0,58.0,62.3,2801
325,0.6259384308664953,2.0,1.0,3.0,58.0,59.9,2802
326,0.4252677354043441,4.0,7.0,2.0,54.0,61.9,2802
327,0.5423242908253617,3.0,3.0,1.0,55.0,63.0,2802
328,0.5423242908253617,3.0,4.0,2.0,58.0,62.4,2802
329,0.5306282510621704,2.0,3.0,2.0,58.0,62.9,2803
330,0.5538851132264376,2.0,2.0,1.0,56.0,63.5,2803
331,0.5364933705145685,4.0,3.0,3.0,56.0,61.3,2803
332,0.5481214085096876,4.0,2.0,1.0,54.0,60.6,2803
333,0.5306282510621704,1.0,4.0,3.0,58.0,64.75,2803
334,0.5364933705145685,3.0,3.0,2.0,58.0,62.6,2803
335,0.5364933705145685,3.0,3.0,2.0,62.0,58.75,2803
336,0.5364933705145685,3.0,4.0,3.0,61.0,62.4,2803
337,0.5709795465857378,3.0,3.0,3.0,57.0,61.3,2803
338,0.5364933705145685,3.0,3.0,3.0,60.0,59.9,2803
339,0.5766133643039938,3.0,3.0,3.0,58.0,60.8,2803
340,0.5364933705145685,2.0,4.0,3.0,55.0,63.5,2803
341,0.6471032420585384,4.0,1.0,0.0,57.0,62.2,2803
342,0.5364933705145685,2.0,3.0,1.0,58.0,63.8,2804
343,0.5364933705145685,2.0,3.0,1.0,57.0,64.0,2804
344,0.5877866649021191,2.0,1.0,1.0,56.0,62.5,2804
345,0.5306282510621704,2.0,2.0,0.0,58.0,62.3,2804
346,0.5423242908253617,4.0,4.0,2.0,57.0,61.7,2804
347,0.5423242908253617,2.0,4.0,2.0,58.0,62.2,2804
348,0.598836501088704,4.0,3.0,4.0,56.0,61.5,2804
349,0.5306282510621704,4.0,2.0,0.0,59.0,61.0,2804
350,0.5423242908253617,4.0,2.0,0.0,56.0,62.2,2804
351,0.5423242908253617,4.0,2.0,0.0,54.0,61.5,2804
352,0.6418538861723948,0.0,2.0,5.0,59.0,64.75,2804
353,0.5538851132264376,3.0,3.0,2.0,58.0,61.7,2805
354,0.5538851132264376,3.0,3.0,2.0,56.0,61.9,2805
355,0.5481214085096876,4.0,1.0,1.0,58.0,61.8,2805
356,0.4510756193602166,0.0,6.0,1.0,66.0,58.75,2805
357,0.5481214085096876,3.0,3.0,2.0,57.0,62.5,2805
358,0.5423242908253617,4.0,3.0,3.0,56.0,62.8,2805
359,0.5538851132264376,0.0,3.0,2.0,68.0,61.1,2805
360,0.598836501088704,1.0,3.0,3.0,57.0,64.0,2805
361,0.5933268452777344,2.0,2.0,3.0,60.0,62.5,2806
362,0.5596157879354227,2.0,6.0,4.0,58.0,60.6,2806
363,0.5306282510621704,4.0,2.0,2.0,55.0,61.6,2806
364,0.5364933705145685,2.0,4.0,2.0,58.0,62.2,2807
365,0.5364933705145685,2.0,4.0,2.0,57.0,60.0,2807
366,0.6575200029167941,3.0,1.0,6.0,57.0,61.9,2807
367,0.5877866649021191,2.0,3.0,4.0,57.0,62.8,2808
368,0.5306282510621704,2.0,4.0,2.0,57.0,62.0,2808
369,0.6931471805599453,0.0,0.0,3.0,59.0,64.75,2808
370,0.5596157879354227,2.0,3.0,3.0,56.0,63.4,2808
371,0.4574248470388754,4.0,5.0,1.0,56.0,60.9,2808
372,0.5481214085096876,2.0,2.0,0.0,57.0,63.1,2808
373,0.5933268452777344,2.0,2.0,2.0,59.0,63.1,2809
374,0.5933268452777344,3.0,1.0,0.0,57.0,59.2,2809
375,0.5364933705145685,3.0,2.0,2.0,54.0,60.7,2809
376,0.7884573603642702,0.0,0.0,2.0,56.0,64.6,2809
377,0.5306282510621704,2.0,4.0,2.0,56.0,61.8,2810
378,0.5306282510621704,2.0,4.0,2.0,60.0,59.9,2810
379,0.5538851132264376,4.0,1.0,0.0,55.0,61.7,2810
380,0.5306282510621704,1.0,4.0,2.0,61.0,62.8,2810
381,0.5877866649021191,1.0,2.0,3.0,57.0,62.7,2810
382,0.5596157879354227,2.0,2.0,2.0,58.0,63.4,2811
383,0.6043159668533294,2.0,2.0,0.0,54.0,63.5,2811
384,0.6931471805599453,0.0,3.0,6.0,59.0,64.75,2811
385,0.688134638736401,0.0,1.0,5.0,56.0,64.75,2811
386,0.5306282510621704,2.0,4.0,3.0,60.0,63.0,2812
387,0.5306282510621704,2.0,3.0,2.0,58.0,59.5,2812
388,0.5306282510621704,1.0,2.0,1.0,59.0,63.5,2812
389,0.5306282510621704,2.0,3.0,2.0,58.0,61.7,2812
390,0.2776317365982795,3.0,2.0,5.0,58.0,62.7,554
391,0.2776317365982795,3.0,2.0,5.0,58.0,62.8,554
392,0.2776317365982795,4.0,2.0,5.0,57.0,62.4,554
393,0.2776317365982795,3.0,2.0,5.0,59.0,61.0,554
394,0.2776317365982795,2.0,2.0,5.0,56.0,63.1,554
395,0.2776317365982795,4.0,2.0,5.0,57.0,60.7,554
396,0.262364264467491,3.0,2.0,4.0,59.0,60.9,554
397,0.262364264467491,3.0,2.0,4.0,55.0,60.1,554
398,0.262364264467491,3.0,2.0,4.0,58.0,62.9,554
399,0.262364264467491,2.0,2.0,4.0,56.0,63.3,554
400,0.262364264467491,1.0,2.0,4.0,55.0,63.8,554
401,0.262364264467491,4.0,2.0,4.0,57.0,62.9,554
402,0.262364264467491,2.0,2.0,4.0,60.0,63.4,554
403,0.2776317365982795,1.0,2.0,5.0,55.0,63.9,554
404,0.2851789422336624,4.0,1.0,4.0,56.0,61.4,554
405,0.2546422183735807,2.0,4.0,1.0,55.0,61.9,555
406,0.2546422183735807,2.0,4.0,1.0,55.0,62.4,555
407,0.27002713721306015,2.0,2.0,2.0,58.0,61.8,555
408,0.29266961396282,4.0,3.0,4.0,56.0,61.5,555
409,0.29266961396282,4.0,3.0,4.0,57.0,60.4,555
410,0.29266961396282,4.0,4.0,5.0,55.0,61.8,555
411,0.29266961396282,4.0,4.0,5.0,56.0,62.0,555
412,0.262364264467491,4.0,4.0,3.0,56.0,62.3,555
413,0.2546422183735807,4.0,4.0,2.0,56.0,61.6,555
